,x,y,z,t,u_x,u_y,u_z
6680,-6.0,29.5,-0.0654885,0.4398240703718513,0.0110514,-0.302416,-0.109425
2605,0.5,-7.0,-0.217604,0.4398240703718513,-0.655145,-7.52666,0.498461
1026,-5.0,-21.0,-0.293924,0.4398240703718513,-0.0807279,-10.8853,0.634131
6478,5.0,27.5,-0.0784402,0.4398240703718513,-0.0205926,-0.471037,-0.0275491
886,9.0,-22.5,0.261353,0.4398240703718513,-0.207342,-11.0604,0.602206
6012,-4.0,23.5,0.0909441,0.4398240703718513,0.098086,-1.09836,-0.148674
3721,-1.5,3.0,-0.0777918,0.4398240703718513,0.410458,-4.82426,0.241051
4006,1.0,5.5,-0.0742558,0.4398240703718513,0.522689,-4.53985,0.213786
1649,-1.5,-15.5,-0.290911,0.4398240703718513,-0.419602,-9.50419,0.637327
1210,3.0,-19.5,-0.124584,0.4398240703718513,-0.286954,-10.2957,0.665611
2335,5.5,-9.5,-0.161237,0.4398240703718513,-0.78143,-8.58564,0.638869
3344,6.0,-0.5,-0.169658,0.4398240703718513,-0.257114,-6.88411,0.528613
2163,3.5,-11.0,-0.192822,0.4398240703718513,-0.717053,-8.69991,0.621348
798,-7.0,-23.0,-0.238046,0.4398240703718513,-0.000549321,-11.3631,0.588681
1479,-2.5,-17.0,-0.305189,0.4398240703718513,-0.30052,-9.89059,0.645605
6019,-0.5,23.5,-0.0131361,0.4398240703718513,0.0732397,-1.1385,-0.0863613
651,3.5,-24.5,0.0797079,0.4398240703718513,-0.0963743,-11.1953,0.551493
868,-7.27596e-11,-22.5,-0.156689,0.4398240703718513,-0.132353,-10.8466,0.609724
3174,5.0,-2.0,-0.166361,0.4398240703718513,-0.405733,-7.0215,0.51803
1238,-11.0,-19.0,-0.409043,0.4398240703718513,0.091557,-11.5565,0.693889
3569,6.5,1.5,-0.18166,0.4398240703718513,0.0597647,-6.56097,0.392805
362,-1.0,-27.0,0.0847297,0.4398240703718513,-0.0205588,-11.643,0.443093
1087,-2.5,-20.5,-0.262611,0.4398240703718513,-0.151028,-10.5649,0.640913
6061,-7.5,24.0,0.214564,0.4398240703718513,0.11347,-0.951318,-0.193781
1999,5.5,-12.5,-0.141763,0.4398240703718513,-0.693335,-9.13605,0.670167
5163,-8.5,16.0,0.286076,0.4398240703718513,0.412705,-1.92838,-0.159171
6113,-9.5,24.5,0.27667,0.4398240703718513,0.119895,-0.815361,-0.219967
3283,3.5,-1.0,-0.167924,0.4398240703718513,-0.212173,-6.47661,0.438827
373,4.5,-27.0,0.339774,0.4398240703718513,-0.0429396,-11.6473,0.426335
1473,-5.5,-17.0,-0.367307,0.4398240703718513,-0.186441,-10.2734,0.666563
5875,11.5,22.0,-0.0512889,0.4398240703718513,-0.0330322,-0.715558,0.162209
1585,-5.5,-16.0,-0.377494,0.4398240703718513,-0.257418,-10.1186,0.659696
2844,8.0,-5.0,-0.157743,0.4398240703718513,-0.796156,-8.21467,0.679056
5494,-11.0,19.0,0.409723,0.4398240703718513,0.308236,-1.48548,-0.262136
2264,-2.0,-10.0,-0.289602,0.4398240703718513,-0.668228,-8.20132,0.521546
6574,-3.0,28.5,-0.0374772,0.4398240703718513,0.0257079,-0.431902,-0.0994865
2851,11.5,-5.0,-0.147012,0.4398240703718513,-0.896047,-8.73071,0.790206
5618,-5.0,20.0,0.175647,0.4398240703718513,0.202362,-1.55232,-0.166739
6370,7.0,26.5,-0.0724237,0.4398240703718513,-0.0219097,-0.530725,0.00540486
5702,9.0,20.5,-0.0718987,0.4398240703718513,-0.0228271,-1.05897,0.156795
873,2.5,-22.5,-0.060251,0.4398240703718513,-0.156162,-10.8331,0.617945
2956,8.0,-4.0,-0.163967,0.4398240703718513,-0.748921,-8.07362,0.659771
33,2.5,-30.0,0.675734,0.4398240703718513,0.0199705,-12.1044,0.216128
6673,-9.5,29.5,-0.00471017,0.4398240703718513,0.0504618,-0.293806,-0.0996712
2721,2.5,-6.0,-0.195301,0.4398240703718513,-0.643742,-7.52591,0.514062
4790,1.0,12.5,-0.00625044,0.4398240703718513,0.384641,-2.9998,0.0649559
1357,-7.5,-18.0,-0.379721,0.4398240703718513,-0.0752469,-10.8418,0.681962
5308,8.0,17.0,-0.0980026,0.4398240703718513,0.0126336,-1.58422,0.2039
4825,-9.5,13.0,0.288949,0.4398240703718513,0.5539,-2.2493,-0.0829494
6267,11.5,25.5,0.0315866,0.4398240703718513,-0.0365376,-0.403093,0.0644369
5922,7.0,22.5,-0.0663032,0.4398240703718513,-0.00268297,-1.00924,0.0661309
6089,6.5,24.0,-0.0795051,0.4398240703718513,-0.010223,-0.874169,0.0369042
4206,-11.0,7.5,0.185297,0.4398240703718513,0.765216,-2.76094,0.0238364
2780,4.0,-5.5,-0.181537,0.4398240703718513,-0.650686,-7.61184,0.541328
3171,3.5,-2.0,-0.170166,0.4398240703718513,-0.331058,-6.7259,0.462416
5625,-1.5,20.0,0.049641,0.4398240703718513,0.149959,-1.65593,-0.077386
1826,3.0,-14.0,-0.189984,0.4398240703718513,-0.587857,-9.21803,0.640112
5188,4.0,16.0,-0.0487169,0.4398240703718513,0.179535,-2.22598,0.074778
6364,4.0,26.5,-0.0907674,0.4398240703718513,-0.0148233,-0.65089,-0.0311395
5965,0.5,23.0,-0.0371315,0.4398240703718513,0.0686331,-1.20259,-0.0704412
289,-9.5,-27.5,0.05827,0.4398240703718513,0.07086,-12.0447,0.387593
586,-1.0,-25.0,-0.0665932,0.4398240703718513,-0.0575967,-11.3192,0.535556
142,1.0,-29.0,0.429881,0.4398240703718513,0.00681957,-11.9739,0.306413
5250,7.0,16.5,-0.0923102,0.4398240703718513,0.0519135,-1.822,0.178112
4793,2.5,12.5,-0.037655,0.4398240703718513,0.36274,-3.01708,0.104598
1503,9.5,-17.0,0.0689419,0.4398240703718513,-0.52134,-10.1325,0.739221
4605,-7.5,11.0,0.186542,0.4398240703718513,0.62056,-2.64737,-0.020083
5609,-9.5,20.0,0.364232,0.4398240703718513,0.246701,-1.37824,-0.231143
6072,-2.0,24.0,0.0159646,0.4398240703718513,0.0794525,-1.05862,-0.112407
308,0.0,-27.5,0.174222,0.4398240703718513,-0.0128133,-11.7289,0.417823
3315,-8.5,-0.5,-0.0763109,0.4398240703718513,0.399831,-3.81223,0.248342
6343,-6.5,26.5,0.0883534,0.4398240703718513,0.0675398,-0.646959,-0.153285
1700,-4.0,-15.0,-0.355601,0.4398240703718513,-0.381622,-9.68982,0.636458
108,12.0,-29.5,1.04538,0.4398240703718513,-0.0423459,-12.1448,0.264946
253,0.5,-28.0,0.259517,0.4398240703718513,-0.00646851,-11.8059,0.376605
4618,-1.0,11.0,0.0268342,0.4398240703718513,0.493949,-3.23322,0.0532948
4373,-11.5,9.0,0.245857,0.45981607357057175,0.771698,-2.82847,-0.0389552
580,-4.0,-25.0,-0.120548,0.45981607357057175,-0.0259196,-12.1407,0.557419
5899,-4.5,22.5,0.132206,0.45981607357057175,0.128201,-1.31144,-0.169787
4771,-8.5,12.5,0.240671,0.45981607357057175,0.587891,-2.54699,-0.0661886
5114,-5.0,15.5,0.184647,0.45981607357057175,0.388629,-2.36423,-0.104195
5720,-10.0,21.0,0.376129,0.45981607357057175,0.225173,-1.30711,-0.260023
6288,-6.0,26.0,0.0928784,0.45981607357057175,0.0822587,-0.778236,-0.162161
1775,5.5,-14.5,-0.116458,0.45981607357057175,-0.612852,-10.083,0.699594
2289,10.5,-10.0,-0.0885092,0.45981607357057175,-0.882053,-9.68544,0.800809
537,2.5,-25.5,0.0978372,0.45981607357057175,-0.0698991,-12.0742,0.533094
1001,10.5,-21.5,0.275434,0.45981607357057175,-0.278183,-11.6228,0.640938
5973,4.5,23.0,-0.079383,0.45981607357057175,0.0212227,-1.20685,0.00735213
809,-1.5,-23.0,-0.165969,0.45981607357057175,-0.103293,-11.6524,0.625465
759,1.5,-23.5,-0.0639619,0.45981607357057175,-0.111213,-11.7066,0.605509
4719,-6.5,12.0,0.18579,0.45981607357057175,0.573358,-2.78206,-0.0311185
535,1.5,-25.5,0.0565308,0.45981607357057175,-0.063676,-12.0801,0.535023
1326,5.0,-18.5,-0.0721185,0.45981607357057175,-0.371313,-10.8055,0.687446
294,-7.0,-27.5,0.0563631,0.45981607357057175,0.0515396,-12.66,0.404365
5167,-6.5,16.0,0.226139,0.45981607357057175,0.40002,-2.18817,-0.135728
3673,2.5,2.5,-0.127321,0.45981607357057175,0.289545,-5.80919,0.330096
6598,9.0,28.5,0.00476368,0.45981607357057175,-0.0339229,-0.275013,-0.0161757
5594,11.0,19.5,-0.089109,0.45981607357057175,-0.0624663,-1.03216,0.237243
5776,-10.0,21.5,0.371844,0.45981607357057175,0.189395,-1.23528,-0.259638
1842,11.0,-14.0,0.010292,0.45981607357057175,-0.731425,-10.2732,0.772391
6680,-6.0,29.5,-0.0654885,0.45981607357057175,0.0123764,-0.324224,-0.113831
2605,0.5,-7.0,-0.217604,0.45981607357057175,-0.666343,-7.99604,0.503632
1026,-5.0,-21.0,-0.293924,0.45981607357057175,-0.0741084,-11.552,0.651472
6478,5.0,27.5,-0.0784402,0.45981607357057175,-0.0231272,-0.508406,-0.0292871
886,9.0,-22.5,0.261353,0.45981607357057175,-0.214044,-11.7459,0.617833
6012,-4.0,23.5,0.0909441,0.45981607357057175,0.100859,-1.18065,-0.156198
3721,-1.5,3.0,-0.0777918,0.45981607357057175,0.41973,-5.15174,0.24321
4006,1.0,5.5,-0.0742558,0.45981607357057175,0.531565,-4.84147,0.213954
1649,-1.5,-15.5,-0.290911,0.45981607357057175,-0.424878,-10.0868,0.647479
1210,3.0,-19.5,-0.124584,0.45981607357057175,-0.291912,-10.9308,0.678221
2335,5.5,-9.5,-0.161237,0.45981607357057175,-0.799282,-9.10633,0.648556
3344,6.0,-0.5,-0.169658,0.45981607357057175,-0.266531,-7.29201,0.536684
2163,3.5,-11.0,-0.192822,0.45981607357057175,-0.731176,-9.23262,0.629602
798,-7.0,-23.0,-0.238046,0.45981607357057175,0.009179,-12.0606,0.606944
1479,-2.5,-17.0,-0.305189,0.45981607357057175,-0.302075,-10.4953,0.660175
6019,-0.5,23.5,-0.0131361,0.45981607357057175,0.0741226,-1.22307,-0.0917038
651,3.5,-24.5,0.0797079,0.45981607357057175,-0.0973314,-11.8898,0.567223
868,-7.27596e-11,-22.5,-0.156689,0.45981607357057175,-0.132697,-11.5165,0.625426
3174,5.0,-2.0,-0.166361,0.45981607357057175,-0.41752,-7.4444,0.523865
1238,-11.0,-19.0,-0.409043,0.45981607357057175,0.118139,-12.2594,0.716728
3569,6.5,1.5,-0.18166,0.45981607357057175,0.0551455,-6.94612,0.393144
362,-1.0,-27.0,0.0847297,0.45981607357057175,-0.0185673,-12.3668,0.460699
1087,-2.5,-20.5,-0.262611,0.45981607357057175,-0.148939,-11.2132,0.657318
6061,-7.5,24.0,0.214564,0.45981607357057175,0.118372,-1.02284,-0.202156
1999,5.5,-12.5,-0.141763,0.45981607357057175,-0.708236,-9.69354,0.680455
5163,-8.5,16.0,0.286076,0.45981607357057175,0.4266,-2.07556,-0.16311
6113,-9.5,24.5,0.27667,0.45981607357057175,0.125493,-0.877169,-0.228262
3283,3.5,-1.0,-0.167924,0.45981607357057175,-0.218347,-6.87528,0.441978
373,4.5,-27.0,0.339774,0.45981607357057175,-0.0435455,-12.3716,0.440605
1473,-5.5,-17.0,-0.367307,0.45981607357057175,-0.180671,-10.8955,0.682477
5875,11.5,22.0,-0.0512889,0.45981607357057175,-0.0421189,-0.78322,0.164414
1585,-5.5,-16.0,-0.377494,0.45981607357057175,-0.254477,-10.7297,0.674878
2844,8.0,-5.0,-0.157743,0.45981607357057175,-0.822756,-8.69907,0.688909
5494,-11.0,19.0,0.409723,0.45981607357057175,0.320269,-1.59613,-0.269914
2264,-2.0,-10.0,-0.289602,0.45981607357057175,-0.677321,-8.71007,0.528952
6574,-3.0,28.5,-0.0374772,0.45981607357057175,0.0268822,-0.464016,-0.103821
2851,11.5,-5.0,-0.147012,0.45981607357057175,-0.930652,-9.23778,0.802431
5618,-5.0,20.0,0.175647,0.45981607357057175,0.208025,-1.66842,-0.174281
6370,7.0,26.5,-0.0724237,0.45981607357057175,-0.0254432,-0.575566,0.00560579
5702,9.0,20.5,-0.0718987,0.45981607357057175,-0.0319802,-1.15105,0.158954
873,2.5,-22.5,-0.060251,0.45981607357057175,-0.157925,-11.503,0.632645
2956,8.0,-4.0,-0.163967,0.45981607357057175,-0.77655,-8.54778,0.669614
33,2.5,-30.0,0.675734,0.45981607357057175,0.0235772,-12.8649,0.231816
6673,-9.5,29.5,-0.00471017,0.45981607357057175,0.0528417,-0.314892,-0.106128
2721,2.5,-6.0,-0.195301,0.45981607357057175,-0.655811,-7.9905,0.521741
4790,1.0,12.5,-0.00625044,0.45981607357057175,0.391049,-3.21171,0.0635877
1357,-7.5,-18.0,-0.379721,0.45981607357057175,-0.0627381,-11.4979,0.698476
5308,8.0,17.0,-0.0980026,0.45981607357057175,0.00208445,-1.71465,0.206732
4825,-9.5,13.0,0.288949,0.45981607357057175,0.572782,-2.4212,-0.088057
6267,11.5,25.5,0.0315866,0.45981607357057175,-0.0417008,-0.44183,0.0618292
5922,7.0,22.5,-0.0663032,0.45981607357057175,-0.00809906,-1.09217,0.0656897
6089,6.5,24.0,-0.0795051,0.45981607357057175,-0.0143918,-0.945203,0.037278
4206,-11.0,7.5,0.185297,0.45981607357057175,0.793504,-2.98135,0.0229809
2780,4.0,-5.5,-0.181537,0.45981607357057175,-0.665848,-8.07466,0.547742
3171,3.5,-2.0,-0.170166,0.45981607357057175,-0.339729,-7.13828,0.468644
5625,-1.5,20.0,0.049641,0.45981607357057175,0.152394,-1.77813,-0.0821293
1826,3.0,-14.0,-0.189984,0.45981607357057175,-0.598413,-9.78413,0.652408
5188,4.0,16.0,-0.0487169,0.45981607357057175,0.178933,-2.39075,0.0738835
6364,4.0,26.5,-0.0907674,0.45981607357057175,-0.017077,-0.70141,-0.0335581
5965,0.5,23.0,-0.0371315,0.45981607357057175,0.0691636,-1.29195,-0.0750416
289,-9.5,-27.5,0.05827,0.45981607357057175,0.0790444,-12.7945,0.407161
586,-1.0,-25.0,-0.0665932,0.45981607357057175,-0.0563335,-12.02,0.552859
142,1.0,-29.0,0.429881,0.45981607357057175,0.00972235,-12.7225,0.322264
5250,7.0,16.5,-0.0923102,0.45981607357057175,0.0427629,-1.96697,0.181605
4793,2.5,12.5,-0.037655,0.45981607357057175,0.367736,-3.22943,0.103236
1503,9.5,-17.0,0.0689419,0.45981607357057175,-0.535625,-10.7568,0.753322
4605,-7.5,11.0,0.186542,0.45981607357057175,0.639698,-2.84823,-0.0201696
5609,-9.5,20.0,0.364232,0.45981607357057175,0.2567,-1.48235,-0.23958
6072,-2.0,24.0,0.0159646,0.45981607357057175,0.0811871,-1.13723,-0.118351
308,0.0,-27.5,0.174222,0.45981607357057175,-0.0107333,-12.459,0.435859
3315,-8.5,-0.5,-0.0763109,0.45981607357057175,0.42542,-4.1132,0.250129
6343,-6.5,26.5,0.0883534,0.45981607357057175,0.0703436,-0.694687,-0.162306
1700,-4.0,-15.0,-0.355601,0.45981607357057175,-0.384178,-10.2786,0.650955
108,12.0,-29.5,1.04538,0.45981607357057175,-0.0446039,-12.9077,0.277827
253,0.5,-28.0,0.259517,0.45981607357057175,-0.00437467,-12.5418,0.39394
4618,-1.0,11.0,0.0268342,0.45981607357057175,0.504212,-3.46161,0.0519372
4373,-11.5,9.0,0.245857,0.47980807676929227,0.796091,-3.03955,-0.0419203
580,-4.0,-25.0,-0.120548,0.47980807676929227,-0.0225285,-12.8438,0.575264
5899,-4.5,22.5,0.132206,0.47980807676929227,0.1311,-1.40502,-0.175527
4771,-8.5,12.5,0.240671,0.47980807676929227,0.603271,-2.73162,-0.0662039
5114,-5.0,15.5,0.184647,0.47980807676929227,0.397507,-2.53109,-0.109931
5720,-10.0,21.0,0.376129,0.47980807676929227,0.233221,-1.40068,-0.268585
6288,-6.0,26.0,0.0928784,0.47980807676929227,0.0844267,-0.834655,-0.169344
1775,5.5,-14.5,-0.116458,0.47980807676929227,-0.625176,-10.6601,0.710366
2289,10.5,-10.0,-0.0885092,0.47980807676929227,-0.904035,-10.2295,0.81446
537,2.5,-25.5,0.0978372,0.47980807676929227,-0.0704082,-12.7771,0.55049
1001,10.5,-21.5,0.275434,0.47980807676929227,-0.287392,-12.3002,0.657307
5973,4.5,23.0,-0.079383,0.47980807676929227,0.017365,-1.29694,0.00736716
809,-1.5,-23.0,-0.165969,0.47980807676929227,-0.101865,-12.3248,0.64431
759,1.5,-23.5,-0.0639619,0.47980807676929227,-0.11176,-12.3845,0.62033
4719,-6.5,12.0,0.18579,0.47980807676929227,0.587446,-2.98149,-0.0314079
535,1.5,-25.5,0.0565308,0.47980807676929227,-0.0634805,-12.7823,0.551339
1326,5.0,-18.5,-0.0721185,0.47980807676929227,-0.37854,-11.4292,0.699691
294,-7.0,-27.5,0.0563631,0.47980807676929227,0.0578138,-13.3987,0.421062
5167,-6.5,16.0,0.226139,0.47980807676929227,0.410355,-2.34538,-0.140356
3673,2.5,2.5,-0.127321,0.47980807676929227,0.29174,-6.1571,0.335338
6598,9.0,28.5,0.00476368,0.47980807676929227,-0.0382454,-0.29864,-0.0176841
5594,11.0,19.5,-0.089109,0.47980807676929227,-0.076741,-1.12524,0.242951
5776,-10.0,21.5,0.371844,0.47980807676929227,0.196125,-1.32427,-0.267708
1842,11.0,-14.0,0.010292,0.47980807676929227,-0.750431,-10.8624,0.785627
6680,-6.0,29.5,-0.0654885,0.47980807676929227,0.012167,-0.347109,-0.118837
2605,0.5,-7.0,-0.217604,0.47980807676929227,-0.674913,-8.46403,0.512297
1026,-5.0,-21.0,-0.293924,0.47980807676929227,-0.0677764,-12.2133,0.668563
6478,5.0,27.5,-0.0784402,0.47980807676929227,-0.0278302,-0.547881,-0.0278618
886,9.0,-22.5,0.261353,0.47980807676929227,-0.220118,-12.4296,0.633175
6012,-4.0,23.5,0.0909441,0.47980807676929227,0.102756,-1.26523,-0.161104
3721,-1.5,3.0,-0.0777918,0.47980807676929227,0.427462,-5.48196,0.246105
4006,1.0,5.5,-0.0742558,0.47980807676929227,0.538869,-5.1455,0.214764
1649,-1.5,-15.5,-0.290911,0.47980807676929227,-0.428895,-10.6658,0.659294
1210,3.0,-19.5,-0.124584,0.47980807676929227,-0.296122,-11.5612,0.693784
2335,5.5,-9.5,-0.161237,0.47980807676929227,-0.814948,-9.62296,0.660418
3344,6.0,-0.5,-0.169658,0.47980807676929227,-0.276799,-7.69589,0.545875
2163,3.5,-11.0,-0.192822,0.47980807676929227,-0.743458,-9.76189,0.639848
798,-7.0,-23.0,-0.238046,0.47980807676929227,0.0189415,-12.7534,0.627642
1479,-2.5,-17.0,-0.305189,0.47980807676929227,-0.303552,-11.0954,0.672104
6019,-0.5,23.5,-0.0131361,0.47980807676929227,0.0741827,-1.31043,-0.0951898
651,3.5,-24.5,0.0797079,0.47980807676929227,-0.0983409,-12.5806,0.58285
868,-7.27596e-11,-22.5,-0.156689,0.47980807676929227,-0.133091,-12.1822,0.641543
3174,5.0,-2.0,-0.166361,0.47980807676929227,-0.428528,-7.86369,0.532589
1238,-11.0,-19.0,-0.409043,0.47980807676929227,0.146253,-12.9561,0.737698
3569,6.5,1.5,-0.18166,0.47980807676929227,0.0497773,-7.32723,0.396397
362,-1.0,-27.0,0.0847297,0.47980807676929227,-0.0169921,-13.0863,0.480349
1087,-2.5,-20.5,-0.262611,0.47980807676929227,-0.146771,-11.8575,0.672779
6061,-7.5,24.0,0.214564,0.47980807676929227,0.122604,-1.09697,-0.207363
1999,5.5,-12.5,-0.141763,0.47980807676929227,-0.721284,-10.2476,0.689993
5163,-8.5,16.0,0.286076,0.47980807676929227,0.439418,-2.22543,-0.16851
6113,-9.5,24.5,0.27667,0.47980807676929227,0.129762,-0.939729,-0.237827
3283,3.5,-1.0,-0.167924,0.47980807676929227,-0.223852,-7.27129,0.447783
373,4.5,-27.0,0.339774,0.47980807676929227,-0.0439543,-13.0937,0.458112
1473,-5.5,-17.0,-0.367307,0.47980807676929227,-0.173889,-11.5116,0.698752
5875,11.5,22.0,-0.0512889,0.47980807676929227,-0.0528672,-0.855487,0.167404
1585,-5.5,-16.0,-0.377494,0.47980807676929227,-0.250877,-11.3345,0.690077
2844,8.0,-5.0,-0.157743,0.47980807676929227,-0.847323,-9.17794,0.702111
5494,-11.0,19.0,0.409723,0.47980807676929227,0.331181,-1.70877,-0.277348
2264,-2.0,-10.0,-0.289602,0.47980807676929227,-0.684276,-9.21609,0.5395
6574,-3.0,28.5,-0.0374772,0.47980807676929227,0.0265316,-0.496295,-0.106041
2851,11.5,-5.0,-0.147012,0.47980807676929227,-0.963754,-9.73956,0.816977
5618,-5.0,20.0,0.175647,0.47980807676929227,0.213208,-1.78823,-0.179873
6370,7.0,26.5,-0.0724237,0.47980807676929227,-0.0304894,-0.621596,0.00500953
5702,9.0,20.5,-0.0718987,0.47980807676929227,-0.0423512,-1.247,0.163983
873,2.5,-22.5,-0.060251,0.47980807676929227,-0.159934,-12.1698,0.646319
2956,8.0,-4.0,-0.163967,0.47980807676929227,-0.802021,-9.01633,0.681321
33,2.5,-30.0,0.675734,0.47980807676929227,0.0251824,-13.622,0.246467
6673,-9.5,29.5,-0.00471017,0.47980807676929227,0.0545052,-0.336795,-0.110254
2721,2.5,-6.0,-0.195301,0.47980807676929227,-0.666395,-8.45116,0.531192
4790,1.0,12.5,-0.00625044,0.47980807676929227,0.39537,-3.42747,0.0645385
1357,-7.5,-18.0,-0.379721,0.47980807676929227,-0.0488617,-12.148,0.715965
5308,8.0,17.0,-0.0980026,0.47980807676929227,-0.0104904,-1.85092,0.212397
4825,-9.5,13.0,0.288949,0.47980807676929227,0.588705,-2.59619,-0.0889865
6267,11.5,25.5,0.0315866,0.47980807676929227,-0.0491147,-0.481814,0.0614922
5922,7.0,22.5,-0.0663032,0.47980807676929227,-0.0150074,-1.17905,0.0659247
6089,6.5,24.0,-0.0795051,0.47980807676929227,-0.0201033,-1.01956,0.0375404
4206,-11.0,7.5,0.185297,0.47980807676929227,0.819436,-3.20702,0.0225927
2780,4.0,-5.5,-0.181537,0.47980807676929227,-0.678338,-8.53444,0.555697
3171,3.5,-2.0,-0.170166,0.47980807676929227,-0.347273,-7.54858,0.475133
5625,-1.5,20.0,0.049641,0.47980807676929227,0.153774,-1.90321,-0.0858463
1826,3.0,-14.0,-0.189984,0.47980807676929227,-0.608008,-10.3465,0.662867
5188,4.0,16.0,-0.0487169,0.47980807676929227,0.176522,-2.5601,0.074792
6364,4.0,26.5,-0.0907674,0.47980807676929227,-0.0208161,-0.754399,-0.0333753
5965,0.5,23.0,-0.0371315,0.47980807676929227,0.0680775,-1.38432,-0.0772074
289,-9.5,-27.5,0.05827,0.47980807676929227,0.0869113,-13.542,0.425403
586,-1.0,-25.0,-0.0665932,0.47980807676929227,-0.0552978,-12.7168,0.570248
142,1.0,-29.0,0.429881,0.47980807676929227,0.0110238,-13.4683,0.339382
5250,7.0,16.5,-0.0923102,0.47980807676929227,0.03238,-2.11702,0.185685
4793,2.5,12.5,-0.037655,0.47980807676929227,0.370653,-3.4462,0.103724
1503,9.5,-17.0,0.0689419,0.47980807676929227,-0.548874,-11.3782,0.767844
4605,-7.5,11.0,0.186542,0.47980807676929227,0.656898,-3.05319,-0.0219656
5609,-9.5,20.0,0.364232,0.47980807676929227,0.264844,-1.58918,-0.24623
6072,-2.0,24.0,0.0159646,0.47980807676929227,0.0819491,-1.21807,-0.123498
308,0.0,-27.5,0.174222,0.47980807676929227,-0.00885647,-13.1866,0.454892
3315,-8.5,-0.5,-0.0763109,0.47980807676929227,0.449857,-4.42126,0.250988
6343,-6.5,26.5,0.0883534,0.47980807676929227,0.0719067,-0.744667,-0.167504
1700,-4.0,-15.0,-0.355601,0.47980807676929227,-0.385752,-10.8617,0.663978
108,12.0,-29.5,1.04538,0.47980807676929227,-0.0473518,-13.6682,0.292988
253,0.5,-28.0,0.259517,0.47980807676929227,-0.00314837,-13.2749,0.4119
4618,-1.0,11.0,0.0268342,0.47980807676929227,0.51209,-3.6938,0.0504527
4373,-11.5,9.0,0.245857,0.4998000799680128,0.822161,-3.25685,-0.0463446
580,-4.0,-25.0,-0.120548,0.4998000799680128,-0.0161941,-13.5441,0.591678
5899,-4.5,22.5,0.132206,0.4998000799680128,0.136389,-1.50195,-0.183961
4771,-8.5,12.5,0.240671,0.4998000799680128,0.620966,-2.92079,-0.0699992
5114,-5.0,15.5,0.184647,0.4998000799680128,0.407752,-2.70284,-0.116291
5720,-10.0,21.0,0.376129,0.4998000799680128,0.243234,-1.49787,-0.278673
6288,-6.0,26.0,0.0928784,0.4998000799680128,0.0889287,-0.892528,-0.175701
1775,5.5,-14.5,-0.116458,0.4998000799680128,-0.632919,-11.2357,0.719628
2289,10.5,-10.0,-0.0885092,0.4998000799680128,-0.922194,-10.7707,0.8255
537,2.5,-25.5,0.0978372,0.4998000799680128,-0.0683558,-13.4773,0.565656
1001,10.5,-21.5,0.275434,0.4998000799680128,-0.293741,-12.9763,0.668689
5973,4.5,23.0,-0.079383,0.4998000799680128,0.0154306,-1.3906,0.00522299
809,-1.5,-23.0,-0.165969,0.4998000799680128,-0.0978202,-12.9949,0.659447
759,1.5,-23.5,-0.0639619,0.4998000799680128,-0.109572,-13.0599,0.634359
4719,-6.5,12.0,0.18579,0.4998000799680128,0.602562,-3.18593,-0.0363245
535,1.5,-25.5,0.0565308,0.4998000799680128,-0.060848,-13.4828,0.566445
1326,5.0,-18.5,-0.0721185,0.4998000799680128,-0.382483,-12.0501,0.711206
294,-7.0,-27.5,0.0563631,0.4998000799680128,0.0664279,-14.1358,0.435278
5167,-6.5,16.0,0.226139,0.4998000799680128,0.422778,-2.50638,-0.146677
3673,2.5,2.5,-0.127321,0.4998000799680128,0.294754,-6.50627,0.338293
6598,9.0,28.5,0.00476368,0.4998000799680128,-0.0404654,-0.325145,-0.0184117
5594,11.0,19.5,-0.089109,0.4998000799680128,-0.0899368,-1.22271,0.246523
5776,-10.0,21.5,0.371844,0.4998000799680128,0.20496,-1.41625,-0.276959
1842,11.0,-14.0,0.010292,0.4998000799680128,-0.764955,-11.4507,0.794698
6680,-6.0,29.5,-0.0654885,0.4998000799680128,0.0141391,-0.372587,-0.124315
2605,0.5,-7.0,-0.217604,0.4998000799680128,-0.67947,-8.93108,0.517275
1026,-5.0,-21.0,-0.293924,0.4998000799680128,-0.0583306,-12.8705,0.682939
6478,5.0,27.5,-0.0784402,0.4998000799680128,-0.028226,-0.589263,-0.0272556
886,9.0,-22.5,0.261353,0.4998000799680128,-0.224613,-13.1106,0.646988
6012,-4.0,23.5,0.0909441,0.4998000799680128,0.107179,-1.35293,-0.168481
3721,-1.5,3.0,-0.0777918,0.4998000799680128,0.435839,-5.81575,0.246324
4006,1.0,5.5,-0.0742558,0.4998000799680128,0.546227,-5.45265,0.214214
1649,-1.5,-15.5,-0.290911,0.4998000799680128,-0.429026,-11.24,0.66852
1210,3.0,-19.5,-0.124584,0.4998000799680128,-0.296879,-12.1885,0.704503
2335,5.5,-9.5,-0.161237,0.4998000799680128,-0.826441,-10.1368,0.666059
3344,6.0,-0.5,-0.169658,0.4998000799680128,-0.283841,-8.09811,0.55167
2163,3.5,-11.0,-0.192822,0.4998000799680128,-0.751273,-10.2884,0.647754
798,-7.0,-23.0,-0.238046,0.4998000799680128,0.0317823,-13.4423,0.642695
1479,-2.5,-17.0,-0.305189,0.4998000799680128,-0.301073,-11.6914,0.682795
6019,-0.5,23.5,-0.0131361,0.4998000799680128,0.076438,-1.40095,-0.0996543
